PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES,MEDICAID_HMO_DISCHARGES,MEDICAID_HMO_IPF_SUBPROVIDER,MEDICAID_HMO_IRF_SUBPROVIDER,MEDICAID_IPF_SUBPROVIDER,MEDICAID_IRF_SUBPROVIDER,TOTAL_DISCHARGES_SUBPROVIDER_IPF,TOTAL_DISCHARGES_SUBPROVIDER_IRF
170006,01-APR-14,31-MAR-15,Reopened,VIA CHRISTI HOSPITAL PITTSBURG  INC.    ,1 MT CARMEL WAY                         ,,PITTSBURG                               ,KS                                      ,66762                                   ,CRAWFORD                                ,,,,281102,,,.12,,,90,32850,7394,2754,14182,,572,,1405,526,3518,,,,,18,,207
170009,01-JAN-14,31-DEC-14,Settled,SAINT JOHN HOSPITAL                     ,3500 SOUTH FOURTH STREET                ,,LEAVENWORTH                             ,KS                                      ,66048                                   ,LEAVENWORTH                             ,,,,,,,,,,56,20440,1770,4,2579,,133.89,,570,2,981,,16,,7,,429,
170010,01-JUL-14,30-JUN-15,Settled,MERCY HOSPITAL - INDEPENDENCE           ,800 WEST MYRTLE                         ,,INDEPENDENCE                            ,KS                                      ,67301-3240                              ,MONTGOMERY                              ,,,,,,,,,,46,16790,1977,206,3118,,125.9,,417,19,772,119,,,,,,
170012,01-OCT-13,30-SEP-14,Reopened,SALINA REGIONAL HEALTH CENTER           ,400 S. SANTA FE                         ,,SALINA                                  ,KS                                      ,67401-5080                              ,SALINE                                  ,994280,,,224042,,,.0317,414778,151277,177,63359,18467,276,35401,11.79,1300.96,,3537,74,7269,879,,,13,1,900,204
170013,01-JUL-14,30-JUN-15,Settled,HAYS MEDICAL CENTER  INC.               ,2220 CANTERBURY DRIVE                   ,,HAYS                                    ,KS                                      ,67601-                                  ,ELLIS                                   ,,,,,,,,,,125,45625,13025,68,22221,,1094.29,,2622,33,5098,,,,,,,
170014,01-JAN-14,31-DEC-14,Settled,RANSOM MEMORIAL HOSPITAL                ,1301 SOUTH MAIN                         ,,OTTAWA                                  ,KS                                      ,66067-3598                              ,FRANKLIN                                ,,,,59868,,,.0557,,,47,17155,2214,140,3598,,296.42,,567,6,1163,,,,,,,
170016,01-JUL-14,30-JUN-15,Reopened,ST.FRANCIS HEALTH CENTER                ,1700 SOUTHWEST SEVENTH STREET           ,,TOPEKA                                  ,KS                                      ,66606-1690                              ,SHAWNEE                                 ,75254,,,461595,,,.0521,28043,17475,217,79205,18796,255,35350,.97,1279.31,.97,4211,67,8542,,,,,1,,479
170017,01-JAN-14,31-DEC-14,Settled,SUSAN B. ALLEN MEMORIAL HOSPITAL        ,720 W. CENTRAL                          ,,EL DORADO                               ,KS                                      ,67042-                                  ,BUTLER                                  ,,,,100573,,,.1094,,,53,19345,2801,37,5046,,339.51,,575,7,1813,331,,,,,84,
170020,01-JUL-14,30-JUN-15,Settled,HUTCHINSON REGIONAL MEDICAL CENTER      ,1701 EAST 23RD                          ,,HUTCHINSON                              ,KS                                      ,67502                                   ,RENO                                    ,,,,,,,,,,129,47085,15487,642,24328,,719.6,,2895,33,5286,583,179,,7,1,727,203
170023,01-JUL-14,30-JUN-15,Reopened,ST. CATHERINE HOSPITAL                  ,410 E. WALNUT                           ,,GARDEN CITY                             ,KS                                      ,67846-5679                              ,FINNEY                                  ,,,,140926,,,.0795,,,80,32640,5287,645,12419,,530.93,,1085,203,3300,,,,20,,401,
170027,01-OCT-13,30-SEP-14,Settled,PRATT REGIONAL MEDICAL CENTER           ,200 COMMODORE                           ,,PRATT                                   ,KS                                      ,67124-                                  ,PRATT                                   ,,,,,,,,,,47,17155,3149,47,5366,,279.43,,742,16,1455,233,,,,,,
170039,01-JAN-14,31-DEC-14,Settled,SUMNER REGIONAL MEDICAL CENTER          ,1323 NORTH A STREET                     ,,WELLINGTON                              ,KS                                      ,67152                                   ,SUMNER                                  ,,,,11482,,,.058,,,42,15330,560,93,1244,,106.09,,183,26,381,53,,,,,241,
170040,01-JUL-14,30-JUN-15,Reopened,UNIVERSITY OF KANSAS HOSPITAL           ,3901 RAINBOW BLVD                       ,,KANSAS CITY                             ,KS                                      ,66107                                   ,WYANDOTTE                               ,20564475,,,2940783,,,.1099,5172655,3565469,685,228884,59662,3258,175708,333.89,5255,,10016,1720,31843,3719,,,47,32,621,684
170049,01-JAN-14,31-DEC-14,Settled,OLATHE MEDICAL CENTER                   ,20333 WEST 151ST STREET                 ,,OLATHE                                  ,KS                                      ,66061                                   ,JOHNSON                                 ,,,,,,,,,,234,85582,18280,231,41371,,1129.58,,4105,64,10424,938,,,,,,
170058,01-JUL-14,30-JUN-15,Reopened,MERCY HOSPITAL - FORT SCOTT             ,401 WOODLAND HILLS BOULEVARD            ,,FORT SCOTT                              ,KS                                      ,66701-8797                              ,BOURBON                                 ,,,,,,,,,,46,16790,3021,311,5307,,193.49,,632,25,1380,251,,,,,,
170068,01-JAN-14,31-DEC-14,Settled,SOUTHWEST MEDICAL CENTER                ,15TH AT PERSHING                        ,1340                                    ,LIBERAL                                 ,KS                                      ,67905-                                  ,SEWARD                                  ,,,,106747,,,.1207,,,68,24820,2329,371,7479,,330.1,,526,169,2161,,,,,,,
170074,01-MAY-14,30-APR-15,Settled,GEARY COMMUNITY HOSPITAL                ,1102 ST. MARYS ROAD                     ,,JUNCTION CITY                           ,KS                                      ,66441                                   ,GEARY                                   ,,,,,,,,,,49,17885,2156,70,4446,,333.1,,447,45,1077,,,,,,80,
170075,01-OCT-13,30-SEP-14,Settled,MERCY HOSPITAL  INC.                    ,218 E. PACK                             ,180                                     ,MOUNDRIDGE                              ,KS                                      ,67107                                   ,MCPHERSON                               ,,,,,,,,,,21,7665,928,37,1464,,34.47,,127,6,188,,,,,,,
170086,01-OCT-13,30-SEP-14,Settled w/Audit,STORMONT-VAIL REGIONAL HEALTH CENTER    ,1500 SW 10TH AVE                        ,,TOPEKA                                  ,KS                                      ,66604-1353                              ,SHAWNEE                                 ,91134,,,2265513,,,.1348,24234,10152,394,143996,40215,725,94290,.82,3629.93,,8398,177,21979,4137,,,,,495,
170094,01-JAN-14,31-DEC-14,Reopened,COFFEY COUNTY HOSPITAL                  ,801 NORTH FOURTH                        ,,BURLINGTON                              ,KS                                      ,66839-                                  ,COFFEY                                  ,,,,,,,,,,36,13140,1787,194,2519,,189.31,,354,62,580,,,,,,,
170103,01-JUL-14,30-JUN-15,Reopened,NEWTON MEDICAL CENTER                   ,600 MEDICAL CENTER DRIVE                ,,NEWTON                                  ,KS                                      ,67114-                                  ,HARVEY                                  ,,,,73032,,,.0289,,,83,30295,7270,481,12147,,537.93,,1352,8,2587,292,,,,,207,132
170104,01-JAN-14,31-DEC-14,Reopened,SHAWNEE MISSION MEDICAL CENTER          ,9100 WEST 74TH STREET                   ,,SHAWNEE MISSION                         ,KS                                      ,66204-4004                              ,JOHNSON                                 ,100450,,,615589,,,.0517,17322,5898,328,119840,25334,150,82955,.97,2304.34,,6041,47,19033,,,,34,,2489,
170105,01-JUL-14,30-JUN-15,Settled,MCPHERSON HOSPITAL  INC.                ,1000 HOSPITAL DRIVE                     ,,MCPHERSON                               ,KS                                      ,67460-                                  ,MCPHERSON                               ,,,,,,,,,,37,13505,2317,232,3948,,248.36,,436,61,945,,,,,,,
170109,01-JAN-14,31-DEC-14,Settled,MIAMI COUNTY MEDICAL CENTER             ,2100 BAPTISTE DRIVE                     ,,PAOLA                                   ,KS                                      ,66071-                                  ,MIAMI                                   ,,,,,,,,,,18,6570,638,13,1201,,130,,242,5,458,,,,,,,
170110,01-JAN-14,31-DEC-14,Settled,BOB WILSON MEMORIAL GRANT COUNTY HOS    ,415 NORTH MAIN STREET                   ,,ULYSSES                                 ,KS                                      ,67880-2196                              ,GRANT                                   ,,,,,,,,,,22,8030,1368,63,2111,,101.65,,162,2,341,,,,,,,
170120,01-JAN-14,31-DEC-14,Reopened,LABETTE COUNTY MEDICAL CENTER           ,1902 S. U.S. HIGHWAY 59                 ,,PARSONS                                 ,KS                                      ,67357                                   ,LABETTE                                 ,,,,198095,,,.092,,,47,17276,3841,31,6996,,382.19,,1114,8,2144,,,,,1,,80
170122,01-OCT-13,30-SEP-14,Settled w/Audit,VIA CHRISTI HOSPITAL WICHITA            ,929 N. ST. FRANCIS                      ,,WICHITA                                 ,KS                                      ,67214                                   ,SEDGWICK                                ,9114314,,,2851638,,,.1146,6427770,1362569,700,255500,62211,1449,150118,128.31,3510.9,,11289,296,31664,5069,,,16,,549,
170123,01-JAN-14,31-DEC-14,Reopened,WESLEY MEDICAL CENTER                   ,550 NORTH HILLSIDE STREET               ,,WICHITA                                 ,KS                                      ,67214                                   ,SEDGWICK                                ,7709836,,,3116972,,,.1767,3436093,971313,563,204105,40003,3257,130780,110.86,2267.64,,7800,7250,26314,,,,,,,
170133,01-JAN-14,31-DEC-14,Settled,ST. LUKES CUSHING HOSPITAL              ,711 MARSHALL                            ,,LEAVENWORTH                             ,KS                                      ,66048                                   ,LEAVENWORTH                             ,,,,67651,,,.12,,,23,12991,1486,226,4181,,208.55,,417,51,1210,231,,,,,,
170137,01-JAN-14,31-DEC-14,Settled,LAWRENCE MEMORIAL HOSPITAL              ,325 MAINE STREET                        ,,LAWRENCE                                ,KS                                      ,66044-                                  ,DOUGLAS                                 ,,,,181021,,,.0418,,,122,44530,8072,2791,19639,,1070.46,,2683,690,6208,,,,,10,,269
170142,01-APR-14,31-MAR-15,Reopened,MERCY REGIONAL HEALTH CENTER            ,1105 SUNSET AVENUE                      ,,MANHATTAN                               ,KS                                      ,66502                                   ,RILEY                                   ,,,,172629,,,.0504,,,88,32120,6947,1383,16135,,495.8,,1887,325,4244,,,,,2,,191
170145,01-JAN-14,31-DEC-14,Settled,COFFEYVILLE REG MEDICAL CENTER  INC.    ,1400 WEST 4TH STREET                    ,856                                     ,COFFEYVILLE                             ,KS                                      ,67337-                                  ,MONTGOMERY                              ,,,,128852,,,.0828,,,68,24820,3850,343,6293,,271.62,,992,21,1780,,,,,,,
170146,01-JAN-14,31-DEC-14,Reopened,PROVIDENCE MEDICAL CENTER               ,8929 PARALLEL PARKWAY                   ,,KANSAS CITY                             ,KS                                      ,66112                                   ,WYANDOTTE                               ,,,,657157,,,.0826,,,158,57670,16781,1076,37525,,772.12,,3847,276,9000,856,,,,,,
170150,01-JAN-14,31-DEC-14,Settled,SOUTH CENTRAL KS REGIONAL MEDICAL CT    ,216 WEST BIRCH                          ,,ARKANSAS CITY                           ,KS                                      ,67005-                                  ,COWLEY                                  ,,,,57330,,,.1081,,,37,13505,2158,590,3485,,143.68,,424,79,803,,,,,,,
170166,01-JAN-14,31-DEC-14,Reopened,MORTON COUNTY HEALTH SYSTEM             ,445 HILLTOP                             ,937                                     ,ELKHART                                 ,KS                                      ,67950-0937                              ,MORTON                                  ,,,,,,,,,,30,10950,1110,58,1495,,93.69,,172,17,241,,,,,,20,
170175,01-MAR-14,28-FEB-15,Reopened,WESTERN PLAINS MEDICAL COMPLEX          ,3001 AVENUE A                           ,1478                                    ,DODGE CITY                              ,KS                                      ,67801-                                  ,FORD                                    ,,,,138142,,,.1084,,,60,21900,4079,366,8454,,227.44,,735,465,2224,,,,,,,
170176,01-JUN-14,31-MAY-15,Reopened,OVERLAND PARK REGIONAL MEDICAL CTR      ,10500 QUIVIRA ROAD                      ,,OVERLAND PARK                           ,KS                                      ,66215                                   ,JOHNSON                                 ,,,,667048,,,.146,,,270,98550,10822,158,59240,,918.68,,2306,,10643,57,,,,,,
170180,01-JAN-14,31-DEC-14,Settled,MEADOWBROOK HOSPITAL                    ,427 W MAIN STREET                       ,,GARDNER                                 ,KS                                      ,66030-1197                              ,JOHNSON                                 ,,,,,,,,,,1,365,,1,1,,,,,1,1,,,,,65,,272
170182,01-JUN-14,31-MAY-15,Reopened,MENORAH MEDICAL CENTER                  ,5721 WEST 119TH STREET                  ,,OVERLAND PARK                           ,KS                                      ,66209-3722                              ,JOHNSON                                 ,,,,,,,,,,142,51830,11070,182,27364,,653.99,,2529,41,7037,199,,,,,,372
170183,01-OCT-13,30-JUN-14,Reopened,KANSAS SURGERY & RECOVERY CENTER        ,2770 N WEBB ROAD                        ,,WICHITA                                 ,KS                                      ,67226-                                  ,SEDGWICK                                ,,,,,,,,,,24,6552,1162,11,2604,,115.31,,456,4,1323,,,,,,,
170183,01-JUL-14,30-JUN-15,Settled,KANSAS SURGERY & RECOVERY CENTER        ,2770 N WEBB ROAD                        ,,WICHITA                                 ,KS                                      ,67226-                                  ,SEDGWICK                                ,,,,,,,,,,24,8760,2016,,3980,,120.42,,829,,2063,22,,,,,,
170185,01-JAN-14,31-DEC-14,Settled,ST. LUKES SOUTH                         ,12300 METCALF AVE.                      ,,OVERLAND PARK                           ,KS                                      ,66213                                   ,JOHNSON                                 ,,,,,,,,,,89,32485,7559,232,15841,,500.02,,1977,47,4847,115,,,,2,,294
170186,01-JAN-14,31-DEC-14,Settled,KANSAS HEART HOSPITAL                   ,3601 NORTH WEBB ROAD                    ,,WICHITA                                 ,KS                                      ,67226-                                  ,SEDGWICK                                ,,,,,,,,,,46,16790,5187,,7904,,148.85,,1134,,1750,46,,,,,,
170187,01-JAN-14,31-DEC-14,Settled,SALINA SURGICAL HOSPITAL                ,401 SOUTH SANTA FE                      ,,SALINA                                  ,KS                                      ,67401-2697                              ,SALINE                                  ,,,,,,,,,,15,5475,1140,,1910,,93.04,,395,,716,5,,,,,,
170188,01-JAN-14,31-DEC-14,Settled,KANSAS CITY ORTHOPAEDIC INSTITUTE       ,3651 COLLEGE BOULEVARD                  ,,LEAWOOD                                 ,KS                                      ,66211                                   ,JOHNSON                                 ,,,,,,,,,,9,3285,916,,1914,,107.73,,336,,746,,,,,,,
170190,01-JAN-14,31-DEC-14,Settled,MANHATTAN SURGICAL HOSPITAL             ,1829 COLLEGE                            ,,MANHATTAN                               ,KS                                      ,66502                                   ,RILEY                                   ,,,,,,,,,,13,4745,255,3,605,,75.25,,130,2,381,,,,,,,
170191,01-JAN-14,31-DEC-14,Settled,GREAT BEND REGIONAL HOSPITAL            ,514 CLEVELAND                           ,,GREAT BEND                              ,KS                                      ,67530                                   ,BARTON                                  ,,,,109873,,,.0816,,,33,12045,2797,413,5913,,221.79,,737,,1593,232,,,,,,
170194,01-JAN-14,31-DEC-14,Settled,DOCTORS HOSPITAL                        ,4901 COLLEGE                            ,,LEAWOOD                                 ,KS                                      ,66211                                   ,JOHNSON                                 ,,,,55409,,,.12,,,9,3285,172,32,275,,41.79,,106,32,165,,,,,,,
170196,01-JAN-14,31-DEC-14,Settled,KANSAS SPINE & SPECIALTY HOSPITAL       ,3333 N WEBB ROAD                        ,,WICHITA                                 ,KS                                      ,67226-                                  ,SEGWICK                                 ,,,,,,,,,,36,13140,1933,236,4599,,108.6,,822,101,2086,,,,,,,
170197,01-JAN-14,31-DEC-14,Settled,KANSAS MEDICAL CENTER                   ,1124 W 21ST STREET                      ,,ANDOVER                                 ,KS                                      ,67002                                   ,BUTLER                                  ,,,,,,,,,,57,20738,6001,244,9612,,239.92,,1511,61,2327,,,,,,,
170198,01-JAN-14,31-DEC-14,Settled,SUMMIT SURGICAL  LLC                    ,1818 E. 23RD AVENUE                     ,,HUTCHINSON                              ,KS                                      ,67502-1106                              ,RENO                                    ,,,,,,,,,,10,3650,250,,499,,45.41,,105,,247,2,,,,,,
170199,01-JAN-14,31-DEC-14,Settled,MINIMALLY INVASIVE SURGERY HOSPITAL     ,11217 LAKEVIEW AVENUE                   ,,LENEXA                                  ,KS                                      ,66219-                                  ,JOHNSON                                 ,,,,,,,,,,9,3294,32,,32,,22.84,,30,,30,,,,,,,
170200,01-AUG-14,31-JUL-15,Settled,VIA CHRISTI HOSP. WICHITA ST. TERESA    ,14800 W ST. TERESA                      ,,WICHITA                                 ,KS                                      ,67235                                   ,SEDGWICK                                ,,,,,,,,,,40,14600,2257,172,4030,,180,,680,56,1272,,,,,15,,406
170201,01-JAN-14,31-DEC-14,Settled,BLUE VALLEY HOSPITAL  INC               ,12850 METCALF AVE                       ,,OVERLAND PARK                           ,KS                                      ,66213                                   ,JOHNSON                                 ,,,,,,,,,,4,1460,33,343,659,,12,,22,343,658,,,,,,,
170203,01-JAN-14,31-DEC-14,Settled w/Audit,PREMIER SURGICAL INSTITUTE              ,1619 K 66                               ,127                                     ,GALENA                                  ,KS                                      ,66739                                   ,CHEROKEE                                ,,,,,,,,,,36,13140,1655,3,2597,,90.69,,635,1,1132,,,,,,,
171300,01-JAN-14,31-DEC-14,Settled,GRISELL MEMORIAL HOSPITAL DIST #1       ,210 S VERMONT                           ,,RANSOM                                  ,KS                                      ,67572-                                  ,NESS                                    ,,,,,,,,,,12,4380,191,,307,,45.18,,16,,21,,,,,,,
171301,01-OCT-13,30-SEP-14,Reopened,GREAT PLAINS OF ELLINWOOD  INC.         ,605 NORTH MAIN                          ,,ELLINWOOD                               ,KS                                      ,67526-                                  ,BARTON                                  ,,,,,,,,,,25,9125,1145,,3143,,51.7,,101,,125,2,,,,,,
171302,01-OCT-13,30-SEP-14,Settled,CAH ACQUISITION COMPANY #2 LLC          ,800 BARKER DRIVE                        ,,OSWEGO                                  ,KS                                      ,67356                                   ,LABETTE                                 ,,,,,,,,,,12,4380,1321,,1585,,31.45,,21,,25,,,,,,,
171303,01-JAN-14,31-DEC-14,Settled,LANE COUNTY HOSPITAL                    ,235 W VINE                              ,,DIGHTON                                 ,KS                                      ,67839-                                  ,LANE                                    ,,,,,,,,,,17,6205,279,,2643,,37.73,,43,,50,,,,,,,
171304,01-JAN-14,31-DEC-14,Reopened,ASHLAND HEALTH CENTER                   ,709 OAK STREET                          ,188                                     ,ASHLAND                                 ,KS                                      ,67831                                   ,CLARK                                   ,,,,,,,,,,24,8760,691,,4601,,58.88,,41,,65,2,,,,,,
171306,01-JAN-14,31-DEC-14,Settled,WICHITA COUNTY HEALTH CENTER            ,211 E EARL                              ,,LEOTI                                   ,KS                                      ,67861-                                  ,WICHITA                                 ,,,,,,,,,,25,9125,392,1366,5416,,62.15,,35,,61,6,,,,,,
171307,01-JUL-14,30-JUN-15,Settled,RAWLINS COUNTY HEALTH CENTER            ,707 GRANT                               ,,ATWOOD                                  ,KS                                      ,67730                                   ,RAWLINS                                 ,,,,,,,,,,14,5110,1010,,1156,,52.19,,105,,131,1,,,,,,
171308,01-JUL-14,30-JUN-15,Reopened,MERCY HOSPITAL COLUMBUS                 ,220 NORTH PENNSYLVANIA                  ,,COLUMBUS                                ,KS                                      ,66725                                   ,CHEROKEE                                ,,,,,,,,,,25,9125,431,2,541,,55.71,,26,1,86,,,,,,,
171309,01-JAN-14,31-DEC-14,Settled,JEWELL COUNTY HOSPITAL                  ,100 CRESTVUE                            ,,MANKATO                                 ,KS                                      ,66956                                   ,JEWELL                                  ,,,,,,,,,,25,8912,471,,6555,,57.35,,38,,45,2,,,,,,
171310,01-JAN-14,31-DEC-14,Settled,GREAT PLAINS OF CHEYENNE COUNTY  INC    ,210 W. FIRST STREET                     ,,ST. FRANCIS                             ,KS                                      ,67756-                                  ,CHEYENNE                                ,,,,,,,,,,16,5840,1154,,1384,,68.97,,163,,223,6,,,,,,
171311,01-JAN-14,31-DEC-14,Settled,ROOKS COUNTY HEALTH CENTER              ,1210 N. WASHINGTON                      ,,PLAINVILLE                              ,KS                                      ,67663                                   ,ROOKS                                   ,,,,,,,,,,15,5475,1960,21,2562,,116.75,,189,,327,25,,,,,,
171312,01-JAN-14,31-DEC-14,Settled,COMANCHE COUNTY HOSPITAL                ,HC 65                                   ,8A                                      ,COLDWATER                               ,KS                                      ,67029                                   ,COMANCHE                                ,,,,,,,,,,12,4380,621,,696,,43.55,,42,,52,2,,,,,,
171313,01-JUL-14,30-JUN-15,Settled,KEARNY COUNTY HOSPITAL                  ,500 THORPE STREET                       ,,LAKIN                                   ,KS                                      ,67860                                   ,KEARNY                                  ,,,,,,,,,,25,9125,1583,146,2568,,178.85,,120,91,409,,,,,,,
171314,01-JAN-14,31-DEC-14,Reopened,FW HUSTON MEMORIAL HOSPITAL             ,408 DELAWARE                            ,,WINCHESTER                              ,KS                                      ,66097                                   ,JEFFERSON                               ,,,,,,,,,,25,9125,563,29,606,,51.59,,7,,7,,,,,,,
171315,01-JUL-14,30-JUN-15,Settled,NEMAHA VALLEY COMMUNITY HOSPITAL        ,1600 COMMUNITY DRIVE                    ,,SENECA                                  ,KS                                      ,66538-                                  ,NEMAHA                                  ,,,,,,,,,,24,8760,970,,1205,,87.41,,108,,182,14,,,,,,
171316,01-JAN-14,31-DEC-14,Settled w/Audit,ANDERSON COUNTY HOSPITAL                ,421 SOUTH MAPLE                         ,309                                     ,GARNETT                                 ,KS                                      ,66032-                                  ,ANDERSON                                ,,,,,,,,,,8,2920,1054,,1228,,144.23,,78,,103,,,,,,,
171317,01-JAN-14,31-DEC-14,Reopened,EDWARDS COUNTY HOSPITAL                 ,620 W 6TH                               ,99                                      ,KINSLEY                                 ,KS                                      ,67547-                                  ,EDWARDS                                 ,,,,,,,,,,12,4380,787,2,1554,,52.82,,45,1,60,,,,,,243,
171318,01-OCT-13,30-SEP-14,Settled,SEDAN CITY HOSPITAL                     ,300 W NORTH STREET                      ,C                                       ,SEDAN                                   ,KS                                      ,67361                                   ,CHAUTAUQUA                              ,,,,,,,,,,15,5475,836,,975,,39.33,,147,,173,4,,,,,,
171319,01-APR-14,31-MAR-15,Settled,HOLTON COMMUNITY HOSPITAL               ,1110 COLUMBINE DRIVE                    ,,HOLTON                                  ,KS                                      ,66436                                   ,JACKSON                                 ,,,,,,,,,,12,4380,1199,43,1499,,97.75,,114,18,194,,,,,,,
171320,01-OCT-13,30-SEP-14,Settled,CAH ACQUISITION COMPANY #3  LLC         ,240 WEST 18 TH STREET                   ,,HORTON                                  ,KS                                      ,66439                                   ,BROWN                                   ,,,,,,,,,,15,5475,1240,2,1537,,48.84,,193,1,283,,,,,,,
171321,01-JAN-14,31-DEC-14,Settled,MEADE DISTRICT HOSPITAL                 ,510 E. CARTHAGE                         ,,MEADE                                   ,KS                                      ,67864-0820                              ,MEADE                                   ,,,,,,,,,,20,7300,1114,,1402,,87.8,,177,,256,11,,,,,,
171322,01-JAN-14,31-DEC-14,Settled,HAMILTON COUNTY HOSPITAL                ,700 N HUSER ST                          ,948                                     ,SYRACUSE                                ,KS                                      ,67878-                                  ,HAMILTON                                ,,,,,,,,,,25,9125,375,,574,,37.04,,61,,93,11,,,,,,
171323,01-JAN-14,31-DEC-14,Settled,STAFFORD COUNTY HOSPITAL                ,502 SOUTH BUCKEYE                       ,,STAFFORD                                ,KS                                      ,67578                                   ,STAFFORD                                ,,,,,,,,,,25,9125,491,,1695,,39.43,,26,,39,1,,,,,,
171324,01-JAN-14,31-DEC-14,Settled,SATANTA DISTRICT HOSPITAL               ,401 CHEYENNE                            ,159                                     ,SATANTA                                 ,KS                                      ,67870-                                  ,HASKELL                                 ,,,,,,,,,,13,4745,850,,1119,,88.75,,74,,126,11,,,,,,
171325,01-JAN-14,31-DEC-14,Settled,GRAHAM COUNTY HOSPITAL                  ,304 PROUT                               ,339                                     ,HILL CITY                               ,KS                                      ,67642                                   ,GRAHAM                                  ,,,,,,,,,,20,7300,1383,,1754,,71.76,,225,,325,9,,,,,,
171326,01-JAN-14,31-DEC-14,Settled,LOGAN COUNTY HOSPITAL                   ,211 CHERRY                              ,,OAKLEY                                  ,KS                                      ,67748                                   ,LOGAN                                   ,,,,,,,,,,25,9125,1583,17,1794,,76.92,,138,,177,8,,,,,,
171327,01-JUL-14,30-JUN-15,Settled,ELLSWORTH COUNTY MEDICAL CENTER         ,1604 AYLWARD                            ,87                                      ,ELLSWORTH                               ,KS                                      ,67439-0087                              ,ELLSWORTH                               ,,,,,,,,,,19,6935,2080,25,2585,,118.66,,396,10,493,,,,,,,
171328,01-OCT-13,30-SEP-14,Reopened,GREAT PLAINS OF OTTAWA COUNTY  INC      ,215 EAST EIGHTH                         ,290                                     ,MINNEAPOLIS                             ,KS                                      ,67467-                                  ,OTTAWA                                  ,,,,,,,,,,25,9125,1333,,4762,,63.93,,69,,81,2,,,,,,
171329,01-JAN-14,31-DEC-14,Settled,SUMNER COUNTY HOSPITAL DISTRICT #1      ,601 S. OSAGE                            ,,CALDWELL                                ,KS                                      ,67022                                   ,SUMNER                                  ,,,,,,,,,,25,9125,566,4,640,,35.08,,82,3,106,,,,,,,
171330,01-MAY-14,30-APR-15,Settled,HOSPITAL DIST NO 1 OF RICE COUNTY       ,619 S CLARK                             ,,LYONS                                   ,KS                                      ,67554                                   ,RICE                                    ,,,,,,,,,,25,9125,1014,56,5516,,114.19,,141,,305,40,,,,,,
171331,01-JAN-14,31-DEC-14,Settled,KIOWA DISTRICT HOSPITAL                 ,1002 S. 4TH STREET                      ,184                                     ,KIOWA                                   ,KS                                      ,67070-0184                              ,BARBER                                  ,,,,,,,,,,10,5008,676,,814,,48.35,,69,,81,,,,,,,
171332,01-JAN-14,31-DEC-14,Reopened,GREAT PLAINS OF KIOWA COUNTY  INC.      ,721 W. KANSAS                           ,,GREENSBURG                              ,KS                                      ,67054-                                  ,KIOWA                                   ,,,,,,,,,,15,5475,453,,1553,,61.6,,52,,95,10,,,,,,
171333,01-JAN-14,31-DEC-14,Settled,CLARA BARTON HOSPITAL ASSOCIATION       ,250 WEST NINTH                          ,,HOISINGTON                              ,KS                                      ,67544                                   ,BARTON                                  ,,,,,,,,,,19,6935,2051,,2527,,128.39,,210,11,351,,,,,,,
171334,01-JAN-14,31-DEC-14,Settled,MEDICINE LODGE MEMORIAL HOSPITAL        ,710 N WALNUT                            ,DRAWER D                                ,MEDICINE LODGE                          ,KS                                      ,67104                                   ,BARBER                                  ,,,,,,,,,,25,6493,1090,,4075,,107.63,,121,,172,3,,,,,,
171335,01-JAN-14,31-DEC-14,Settled,STEVENS COUNTY HOSPITAL                 ,1006 S JACKSON                          ,,HUGOTON                                 ,KS                                      ,67951                                   ,STEVENS                                 ,,,,,,,,,,17,6205,662,3,798,,85.96,,102,3,144,,,,,,,
171336,01-JAN-14,31-DEC-14,Settled,NESS COUNTY HOSPITAL DISTRICT #2        ,312 CUSTER                              ,,NESS CITY                               ,KS                                      ,67560-                                  ,NESS                                    ,,,,,,,,,,20,7300,533,,668,,58.39,,81,,115,10,,,,,,
171337,01-OCT-13,30-SEP-14,Settled,WAMEGO HOSPITAL ASSOCIATION             ,711 GENN DRIVE                          ,,WAMEGO                                  ,KS                                      ,66547                                   ,POTTAWATOMIE                            ,,,,,,,,,,23,8395,1128,8,1218,,68.92,,96,6,214,,,,,,,
171338,01-JAN-14,31-DEC-14,Settled,GREAT PLAINS OF SABETHA  INC.           ,14TH & OREGON                           ,229                                     ,SABETHA                                 ,KS                                      ,66534-                                  ,NEMAHA                                  ,,,,,,,,,,17,6205,2091,,2463,,93.88,,155,,250,23,,,,,,
