PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES,MEDICAID_HMO_DISCHARGES,MEDICAID_HMO_IPF_SUBPROVIDER,MEDICAID_HMO_IRF_SUBPROVIDER,MEDICAID_IPF_SUBPROVIDER,MEDICAID_IRF_SUBPROVIDER,TOTAL_DISCHARGES_SUBPROVIDER_IPF,TOTAL_DISCHARGES_SUBPROVIDER_IRF
161345,01-JUL-21,30-JUN-22,Amended,OSCEOLA REGIONAL HEALTH CENTER          ,9TH AVENUE NORTH                        ,,SIBLEY                                  ,IA                                      ,51249                                   ,OSCEOLA                                 ,,,,,,,,,,25,9125,740,,889,,98.24,,103,,122,5,,,,,,
161346,01-JUL-21,30-JUN-22,As Submitted,SIOUX CENTER HEALTH                     ,605 SOUTH MAIN                          ,,SIOUX CENTER                            ,IA                                      ,51250-                                  ,SIOUX                                   ,,,,,,,,,,19,6935,1332,69,2916,,311.91,,186,52,555,54,,,,,,
161347,01-JUL-21,30-JUN-22,As Submitted,FLOYD COUNTY HOSPITAL                   ,11 TH AND SOUTH MAIN                    ,,CHARLES CITY                            ,IA                                      ,50616                                   ,FLOYD                                   ,,,,,,,,,,25,9125,2406,380,3713,,158.36,,256,66,475,,,,,,,
161348,01-JUL-21,30-JUN-22,As Submitted,CLARKE COUNTY PUBLIC HOSPITAL           ,800 S FILLMORE ST                       ,,OSCEOLA                                 ,IA                                      ,50213-1694                              ,CLARKE                                  ,,,,,,,,,,25,9125,912,14,3236,,172.68,,196,3,333,29,,,,,,
161349,01-JUL-21,30-JUN-22,As Submitted,VIRGINIA GAY HOSPITAL                   ,502 N 9TH STREET                        ,,VINTON                                  ,IA                                      ,52349                                   ,BENTON                                  ,,,,,,,,,,25,9125,801,76,1549,,134.59,,119,25,279,,,,,,,
161350,01-JAN-21,31-DEC-21,Settled,STEWART MEMORIAL HOSPITAL               ,1200 WEST MONROE                        ,,LAKE CITY                               ,IA                                      ,51449-                                  ,CALHOUN                                 ,,,,,,,,,,25,9125,621,177,1319,,145.9,,153,70,358,,,,,,,
161351,01-JUL-21,30-JUN-22,As Submitted,AVERA HOLY FAMILY HEALTH                ,826 N. 8TH STREET                       ,,ESTHERVILLE                             ,IA                                      ,51334                                   ,EMMET                                   ,,,,,,,,,,22,8030,1355,,1995,,180.57,,235,,338,6,,,,,,
161352,01-JUL-21,30-JUN-22,As Submitted,CLARINDA REGIONAL HEALTH CENTER         ,220 ESSIE DAVISON DRIVE                 ,,CLARINDA                                ,IA                                      ,51632-0217                              ,PAGE                                    ,,,,,,,,,,25,9125,1897,21,2644,,301.4,,290,8,583,,,,,,,
161353,01-JUL-21,30-JUN-22,As Submitted,KOSSUTH REGIONAL HEALTH CENTER          ,1515 SOUTH PHILLIPS STREET              ,N                                       ,ALGONA                                  ,IA                                      ,50511-                                  ,KOSSUTH                                 ,,,,,,,,,,24,8760,3296,27,4701,,148.73,,454,7,793,,,,,,,
161354,01-JAN-21,31-DEC-21,Settled,HORN MEMORIAL HOSPITAL                  ,700 EAST 2ND STREET                     ,,IDA GROVE                               ,IA                                      ,51445                                   ,IDA                                     ,,,,,,,,,,25,9150,1444,,2029,,119.1,,150,,240,14,,,,,,
161355,01-JUL-21,30-JUN-22,As Submitted,KNOXVILLE COMMUNITY HOSPITAL INC        ,1002 SOUTH LINCOLN                      ,,KNOXVILLE                               ,IA                                      ,50138                                   ,MARION                                  ,,,,,,,,,,25,9125,1021,8,1988,,211.94,,194,2,383,,,,,,,
161356,01-JUL-21,30-JUN-22,As Submitted,HENRY COUNTY HEALTH CENTER              ,SAUNDERS PARK                           ,,MT. PLEASANT                            ,IA                                      ,52641-                                  ,HENRY                                   ,,,,,,,,,,25,9125,767,,1124,,172.05,,139,,216,14,,,,,,
161357,01-JUL-21,30-JUN-22,As Submitted,PALO ALTO COUNTY HOSPITAL               ,3201 W. 1ST                             ,,EMMETSBURG                              ,IA                                      ,50536-                                  ,PALO ALTO                               ,,,,,,,,,,24,8760,1437,152,2138,,130.92,,271,52,448,,,,,,,
161358,01-JUL-21,30-JUN-22,Amended,WAYNE COUNTY HOSPITAL                   ,417 SOUTH EAST STREET                   ,305                                     ,CORYDON                                 ,IA                                      ,50060                                   ,WAYNE                                   ,,,,,,,,,,25,9125,1185,6,2786,,183.29,,202,5,540,,,,,,,
161359,01-JUL-21,30-JUN-22,As Submitted,BURGESS HEALTH CENTER                   ,1600 DIAMOND STREET                     ,,ONAWA                                   ,IA                                      ,51040-                                  ,MONONA                                  ,,,,,,,,,,25,9125,1257,188,2081,,174.44,,212,38,388,,,,,,,
161360,01-JUL-21,30-JUN-22,As Submitted,ORANGE CITY MUNICIPAL HOSPITAL          ,1000 LINCOLN CIRCLE SE                  ,,ORANGE CITY                             ,IA                                      ,51041-                                  ,SIOUX                                   ,,,,,,,,,,25,9125,2055,290,3999,,343.6,,326,69,796,,,,,,,
161361,01-JUL-21,30-JUN-22,As Submitted,VAN DIEST MEDICAL CENTER                ,2350 HOSPITAL DRIVE                     ,,WEBSTER CITY                            ,IA                                      ,50595                                   ,HAMILTON                                ,,,,,,,,,,25,9125,2633,5,3766,,201.59,,271,,439,27,,,,,,
161362,01-JAN-21,31-DEC-21,Settled,CHEROKEE REGIONAL MEDICAL CENTER        ,300 SIOUX VALLEY DRIVE                  ,,CHEROKEE                                ,IA                                      ,51012                                   ,CHEROKEE                                ,,,,,,,,,,25,9125,1356,13,2469,,200,,307,7,594,,,,,,,
161363,01-JUL-21,30-JUN-22,Settled,MONTGOMERY CNTY MEMORIAL HOSPITAL       ,2301 EASTERN AVE.                       ,,RED OAK                                 ,IA                                      ,51566                                   ,MONTGOMERY                              ,,,,,,,,,,25,9125,1863,,2555,,249.09,,356,,565,30,,,,,,
161364,01-JUL-21,30-JUN-22,Settled,JEFFERSON COUNTY HOSPITAL               ,2000 SOUTH MAIN ST.                     ,,FAIRFIELD                               ,IA                                      ,52556-                                  ,JEFFERSON                               ,,,,,,,,,,25,9125,2106,4,3796,,232.08,,349,2,642,55,,,,,,
161365,01-JUL-21,30-JUN-22,Settled,GREATER REGIONAL MEDICAL CENTER         ,COTTONWOOD & TOWNLINE                   ,,CRESTON                                 ,IA                                      ,50801                                   ,UNION                                   ,,,,,,,,,,25,9125,1871,12,3626,,444.72,,477,7,1015,140,,,,,,
161366,01-JAN-21,31-DEC-21,Settled,SHENANDOAH MEDICAL CENTER               ,300 PERSHING AVE                        ,,SHENANDOAH                              ,IA                                      ,51601                                   ,PAGE                                    ,,,,,,,,,,25,9125,1237,9,2110,,218.46,,168,7,586,,,,,,,
161367,01-JAN-21,31-DEC-21,Settled,PELLA REGIONAL HEALTH CENTER            ,404 JEFFERSON ST                        ,,PELLA                                   ,IA                                      ,50219-1299                              ,MARION                                  ,,,,,,,,,,25,9125,1806,864,5517,,527.65,,369,193,1177,,,,,,,
161368,01-JUL-21,30-JUN-22,As Submitted,FLOYD VALLEY HOSPITAL                   ,714 LINCOLN STREET                      ,,LEMARS                                  ,IA                                      ,51031-                                  ,PLYMOUTH                                ,,,,,,,,,,25,9125,1044,66,2235,,269.68,,239,4,525,,,,,,,
161369,01-JUL-21,30-JUN-22,As Submitted,CRAWFORD COUNTY MEMORIAL HOSPITAL       ,2020 FIRST AVENUE SOUTH                 ,,DENISON                                 ,IA                                      ,51442-                                  ,CRAWFORD                                ,,,,,,,,,,25,9125,971,23,1924,,176,,239,10,511,91,,,,,,
161370,01-JUL-21,30-JUN-22,As Submitted,LORING HOSPITAL                         ,HIGHLAND AVENUE                         ,,SAC CITY                                ,IA                                      ,50583                                   ,SAC                                     ,,,,,,,,,,25,9125,379,8,527,,94.89,,99,2,137,7,,,,,,
161371,01-JUL-21,30-JUN-22,As Submitted,WINNESHIEK MEDICAL CENTER               ,901 MONTGOMERY                          ,,DECORAH                                 ,IA                                      ,52101-                                  ,WINNESHIEK                              ,,,,,,,,,,25,9125,1994,136,3779,,383.68,,359,2,813,82,,,,,,
161372,01-JUL-21,30-JUN-22,As Submitted,BOONE COUNTY HOSPITAL                   ,1015 UNION STREET                       ,,BOONE                                   ,IA                                      ,50036                                   ,BOONE                                   ,,,,,,,,,,25,9125,1218,225,2433,,293.52,,239,107,503,,,,,,,
161373,01-JUL-21,30-JUN-22,Amended,RINGGOLD COUNTY HOSPITAL                ,504 N CLEVELAND ST                      ,,MOUNT AYR                               ,IA                                      ,50854-                                  ,RINGGOLD                                ,,,,,,,,,,16,5840,868,90,1422,,99.23,,128,21,183,,,,,,,
161374,01-JUL-21,30-JUN-22,As Submitted,MYRTUE MEDICAL CENTER                   ,1213 GARFIELD AVENUE                    ,,HARLAN                                  ,IA                                      ,51537                                   ,SHELBY                                  ,,,,,,,,,,25,9125,1959,10,3235,,210.58,,370,2,621,33,,,,,,
161375,01-JUL-21,30-JUN-22,As Submitted,BUENA VISTA REGIONAL MEDICAL CENTER     ,1525 WEST 5TH STREET                    ,,STORM LAKE                              ,IA                                      ,50588                                   ,BUENA VISTA                             ,,,,,,,,,,25,9125,1006,117,3147,,298.88,,276,53,837,146,,,,,155,
161376,01-JUL-21,30-JUN-22,As Submitted,CASS COUNTY MEMORIAL HOSPITAL           ,1501 E 10TH ST                          ,,ATLANTIC                                ,IA                                      ,50022                                   ,CASS                                    ,,,,,,,,,,25,9125,2422,25,3806,,256.61,,467,6,841,113,,,,,,
161377,01-JUL-21,30-JUN-22,As Submitted,MERCY MEDICAL CENTER-CENTERVILLE        ,1 ST. JOSEPHS DRIVE                     ,,CENTERVILLE                             ,IA                                      ,52544-9017                              ,APPANOOSE                               ,,,,,,,,,,20,7300,593,133,1333,,133.45,,178,24,328,,,,,,,
161378,01-JUL-21,30-JUN-22,As Submitted,MERCYONE DYERSVILLE MEDICAL CENTER      ,1111 THIRD STREET SW                    ,,DYERSVILLE                              ,IA                                      ,52040                                   ,DUBUQUE                                 ,,,,,,,,,,20,7300,591,1,652,,43.74,,30,1,35,,,,,,,
161379,01-JUL-21,30-JUN-22,As Submitted,MAHASKA HEALTH PARTNERSHIP              ,1229 C AVENUE EAST                      ,,OSKALOOSA                               ,IA                                      ,52577                                   ,MAHASKA                                 ,,,,,,,,,,25,9125,2305,,4499,,386.88,,379,3,834,252,,,,,,
161380,01-JUL-21,30-JUN-22,Amended,HANSEN FAMILY HOSPITAL                  ,920 SOUTH OAK STREET                    ,,IOWA FALLS                              ,IA                                      ,50126-                                  ,HARDIN                                  ,,,,,,,,,,17,6205,880,2,1285,,145.88,,136,,210,8,,,,,,
161381,01-JAN-21,31-DEC-21,Settled,SANFORD MEDICAL CENTER SHELDON          ,118 NORTH SEVENTH AVENUE                ,250                                     ,SHELDON                                 ,IA                                      ,51201-                                  ,OBRIEN                                  ,,,,,,,,,,25,9125,1869,268,2954,,114.6,,147,71,405,,,,,,,
162001,01-FEB-21,31-JAN-22,Settled,SSH - QUAD CITIES  INC.                 ,1111 WEST KIMBERLY RD                   ,,DAVENPORT                               ,IA                                      ,52806                                   ,SCOTT                                   ,,,,,,,,,,50,18250,4970,,8138,,96.49,,192,,289,,,,,,,
162003,01-JAN-21,31-DEC-21,Settled,SSH - DES MOINES                        ,1111 6TH AVENUE  4TH FLOOR MAIN         ,,DES MOINES                              ,IA                                      ,50314                                   ,POLK                                    ,,,,,,,,,,30,10950,6227,,8794,,70.09,,239,,327,,,,,,,
163025,01-JAN-21,31-DEC-21,As Submitted,MERCY REHAB HOSPITAL IOWA               ,1401 CAMPUS DRIVE                       ,,CLIVE                                   ,IA                                      ,50325                                   ,POLK                                    ,,,,,,,,,,50,18250,7302,,12442,,93.7,,626,,1100,121,,,,,,
163026,01-JAN-21,31-DEC-21,As Submitted,MERCY IOWA CITY REHABILITATION HOSPI    ,2801 HEARTLAND DRIVE                    ,,CORALVILLE                              ,IA                                      ,52241                                   ,JOHNSON                                 ,,,,,,,,,,40,14600,3038,21,5058,,48.3,,288,1,475,71,,,,,,
164002,01-JUL-21,30-JUN-22,Settled,MENTAL HEALTH INSTITUTE                 ,1251 WEST CEDAR LOOP                    ,,CHEROKEE                                ,IA                                      ,51012                                   ,,,,,,,,,,,,,1030,5278,12675,,148.37,,19,217,323,,,,,,,
164003,01-JUL-21,30-JUN-22,Settled,MENTAL HEALTH INSTITUTE                 ,2277 IOWA AVE                           ,,INDEPENDENCE                            ,IA                                      ,50644                                   ,BUCHANAN                                ,,,,,,,,,,56,20440,11,4009,18615,,172,,1,50,95,,,,,,,
164006,01-JAN-21,31-DEC-21,Settled,EAGLE VIEW BEHAVIORAL HEALTH            ,770 TANGLEFOOT LANE                     ,,BETTENDORF                              ,IA                                      ,52722                                   ,SCOTT                                   ,,,,,,,,,,72,26280,751,240,10374,,92.97,,88,33,1430,688,,,,,,
164007,12-MAY-21,31-MAR-22,Settled,CLIVE BEHAVORIAL HEALTH LLC             ,1450 NW 114TH STREET                    ,,CLIVE                                   ,IA                                      ,50325                                   ,,,,,,,,,,,100,32400,622,70,7765,,101.33,,58,10,1208,503,,,,,,
170006,01-APR-21,31-MAR-22,As Submitted,VIA CHRISTI HOSPITAL PITTSBURG  INC.    ,1 MT CARMEL WAY                         ,,PITTSBURG                               ,KS                                      ,66762                                   ,,,,,316337,,,.1778,,,64,23360,3543,3452,11939,,484.45,,798,495,3280,,,,,10,,233
170009,01-JAN-21,31-DEC-21,As Submitted,SAINT JOHN HOSPITAL                     ,3500 SOUTH FOURTH STREET                ,,LEAVENWORTH                             ,KS                                      ,66048                                   ,LEAVENWORTH                             ,,,,,,,,,,22,8030,1529,9,3012,,147.52,,504,24,1041,169,7,,,,254,
170012,01-OCT-20,30-SEP-21,As Submitted,SALINA REGIONAL HEALTH CENTER           ,400 S. SANTA FE                         ,,SALINA                                  ,KS                                      ,67401-5080                              ,SALINE                                  ,997793,,,269339,,,.0348,433969,224328,177,63318,15884,131,33145,14.72,1439.17,,2962,51,7538,1063,,,,,771,331
170013,01-JUL-21,30-JUN-22,As Submitted,HAYS MEDICAL CENTER  INC.               ,2220 CANTERBURY DRIVE                   ,,HAYS                                    ,KS                                      ,67601-                                  ,ELLIS                                   ,,,,181840,,,.0305,,,144,49275,11796,484,22104,,1124.57,,2143,4,4316,515,,,,,,
170014,01-OCT-20,30-SEP-21,As Submitted,ADVENTHEALTH OTTAWA                     ,1301 SOUTH MAIN                         ,,OTTAWA                                  ,KS                                      ,66067-3598                              ,FRANKLIN                                ,,,,57861,,,.058,,,44,16060,1719,3,3724,,239.4,,469,2,1126,153,,,,,,
170016,01-JUL-21,30-JUN-22,As Submitted,ST.FRANCIS HEALTH CENTER                ,1700 SOUTHWEST SEVENTH STREET           ,,TOPEKA                                  ,KS                                      ,66606-1690                              ,SHAWNEE                                 ,39873,63940,,187253,273473,,.0773,48944,49695,228,83220,11898,162,32202,1.79,1124.8,,2668,43,7356,1116,,,,11,,249
170017,01-JAN-21,31-DEC-21,Amended,SUSAN B. ALLEN MEMORIAL HOSPITAL        ,720 W. CENTRAL                          ,,EL DORADO                               ,KS                                      ,67042-                                  ,BUTLER                                  ,,,,56253,,,.0942,,,20,7300,1375,15,3606,,217.5,,292,2,916,135,,,,,,
170020,01-JUL-21,30-JUN-22,As Submitted,HUTCHINSON REGIONAL MEDICAL CENTER      ,1701 EAST 23RD                          ,,HUTCHINSON                              ,KS                                      ,67502                                   ,RENO                                    ,,,,257742,,,.0568,,,147,53655,7739,77,16740,,775.79,,1799,25,4106,,,,8,1,348,217
170023,01-JUL-21,30-JUN-22,As Submitted,CENTURA ST. CATHERINE - GARDEN CITY     ,410 E. WALNUT                           ,,GARDEN CITY                             ,KS                                      ,67846-5679                              ,FINNEY                                  ,,,,215274,,,.1104,,,90,32850,4129,615,12471,,405.68,,819,429,2888,,,,,7,,137
170027,01-OCT-20,30-SEP-21,As Submitted,PRATT REGIONAL MEDICAL CENTER           ,200 COMMODORE                           ,,PRATT                                   ,KS                                      ,67124-                                  ,PRATT                                   ,,,,,,,,,,35,12775,2218,121,3936,,347.63,,624,3,861,78,,,,,,
170040,01-JUL-21,30-JUN-22,Amended,UNIVERSITY OF KANSAS HOSPITAL           ,4000 CAMBRIDGE ST                       ,,KANSAS CITY                             ,KS                                      ,66160-8501                              ,WYANDOTTE                               ,19097499,,,6107347,,,.1595,6360827,5738464,940,336892,66162,13955,252739,433.76,9906.13,,10334,4162,42810,7247,,,,46,,701
170049,01-JAN-21,31-DEC-21,Amended,OLATHE MEDICAL CENTER                   ,20333 WEST 151 STREET                   ,,OLATHE                                  ,KS                                      ,66061                                   ,,,,,240708,,,.0314,,,267,95945,12065,2473,40946,,1130.61,,3051,699,10410,678,,,,,,
170068,01-JAN-21,31-DEC-21,As Submitted,SOUTHWEST MEDICAL CENTER                ,15TH AT PERSHING                        ,1340                                    ,LIBERAL                                 ,KS                                      ,67905-                                  ,SEWARD                                  ,,,,175175,,,.0973,,,71,25915,3828,1238,10533,,414.64,,723,470,2512,221,,,,,,
170074,01-MAY-21,30-APR-22,Settled w/Audit,GEARY COMMUNITY HOSPITAL                ,1102 ST. MARYS ROAD                     ,,JUNCTION CITY                           ,KS                                      ,66441                                   ,GEARY                                   ,,,,,,,.0941,,,49,17885,1311,270,3450,,196,,301,7,769,149,,,,,,
170075,01-OCT-20,30-SEP-21,Settled,MERCY HOSPITAL  INC.                    ,218 E. PACK                             ,180                                     ,MOUNDRIDGE                              ,KS                                      ,67107                                   ,MCPHERSON                               ,,,,,,,,,,16,6383,1014,,1527,,38.04,,137,,234,13,,,,,,
170086,01-OCT-20,30-SEP-21,As Submitted,STORMONT-VAIL REGIONAL HEALTH CENTER    ,1500 SW 10TH AVE                        ,,TOPEKA                                  ,KS                                      ,66604-1353                              ,SHAWNEE                                 ,,,,3224443,,,.155,,,438,164467,36105,868,100672,,4465.99,,7518,137,22949,5636,,,,,,
170103,01-JUL-21,30-JUN-22,As Submitted,NEWTON MEDICAL CENTER                   ,600 MEDICAL CENTER DRIVE                ,,NEWTON                                  ,KS                                      ,67114-                                  ,HARVEY                                  ,,,,74208,,,.0357,,,76,27740,4972,395,12641,,597.4,,908,6,2443,264,,,,5,82,227
170104,01-JAN-21,31-DEC-21,Amended,ADVENTHEALTH SHAWNEE MISSION            ,9100 WEST 74TH STREET                   ,,SHAWNEE MISSION                         ,KS                                      ,66204-4004                              ,JOHNSON                                 ,63674,,,514037,,,.0496,18531,15555,343,125195,18137,210,78466,1,2556.56,,3975,84,17173,1551,301,,73,,2396,
170105,01-JUL-21,30-JUN-22,As Submitted,MCPHERSON HOSPITAL  INC.                ,1000 HOSPITAL DRIVE                     ,,MCPHERSON                               ,KS                                      ,67460                                   ,MCPHERSON                               ,,,,54062,,,.0797,,,37,13505,1624,141,3633,,248.33,,327,,801,83,,,,,,
170109,01-JAN-21,31-DEC-21,Amended,MIAMI COUNTY MEDICAL CENTER             ,2100 BAPTISTE DR                        ,,PAOLA                                   ,KS                                      ,66071                                   ,,,,,,,,,,,18,6570,461,65,1202,,108.37,,178,35,515,18,,,,,,
170110,01-JUL-21,30-JUN-22,As Submitted,CENTURA BOB WILSON MEMORIAL HOSPITAL    ,415 NORTH MAIN STREET                   ,,ULYSSES                                 ,KS                                      ,67880-2196                              ,GRANT                                   ,,,,,,,,,,26,9490,828,6,1274,,40.67,,111,1,178,4,,,,,,
170120,01-JAN-21,31-DEC-21,As Submitted,LABETTE COUNTY MEDICAL CENTER           ,1902 S. U.S. HIGHWAY 59                 ,,PARSONS                                 ,KS                                      ,67357                                   ,LABETTE                                 ,,,,155182,,,.1156,,,49,17806,2356,231,5232,,482.99,,602,8,1348,176,,,,1,,86
170122,01-OCT-20,30-SEP-21,As Submitted,VIA CHRISTI HOSPITAL WICHITA            ,929 N. ST. FRANCIS                      ,,WICHITA                                 ,KS                                      ,67214                                   ,SEDGWICK                                ,10643031,,,5128878,,,.2016,6956056,1685920,641,233965,49902,,163207,134.64,2599.34,,8817,,28629,6797,,,,,466,
170123,01-JAN-21,31-DEC-21,Amended,WESLEY MEDICAL CENTER                   ,550 NORTH HILLSIDE STREET               ,,WICHITA                                 ,KS                                      ,67214                                   ,SEDGWICK                                ,7801025,,,4321632,,,.2019,4582854,1085537,590,215350,40728,3314,158830,112.67,2152.63,,7383,768,30706,8353,,,,,,
170137,01-JAN-21,31-DEC-21,Amended,LAWRENCE MEMORIAL HOSPITAL              ,325 MAINE STREET                        ,,LAWRENCE                                ,KS                                      ,66044-                                  ,DOUGLAS                                 ,,,,377909,,,.0809,,,110,40150,7515,2287,20508,,1528.64,,2073,576,5207,,,,,2,,1253
170142,01-APR-21,31-MAR-22,As Submitted,MERCY REGIONAL HEALTH CENTER            ,1105 SUNSET AVENUE                      ,,MANHATTAN                               ,KS                                      ,66502                                   ,RILEY                                   ,,,,283632,,,.0905,,,86,31390,5549,1776,14376,,331.72,,1334,336,3273,,,,,4,,122
170145,01-JAN-21,31-DEC-21,Amended,COFFEYVILLE REG MEDICAL CENTER  INC.    ,1400 WEST 4TH STREET                    ,856                                     ,COFFEYVILLE                             ,KS                                      ,67337-                                  ,MONTGOMERY                              ,,,,114857,,,.12,,,47,17155,1919,583,4722,,265.81,,463,38,1148,294,,,,,,
170146,01-JAN-21,31-DEC-21,As Submitted,PROVIDENCE MEDICAL CENTER               ,8929 PARALLEL PARKWAY                   ,,KANSAS CITY                             ,KS                                      ,66112                                   ,WYANDOTTE                               ,,,,172790,,,.0387,,,176,64240,8258,710,26722,,546,,1761,86,5694,503,,,,,,
170150,01-JAN-21,31-DEC-21,As Submitted,SOUTH CENTRAL KS REGIONAL MEDICAL CT    ,216 WEST BIRCH                          ,,ARKANSAS CITY                           ,KS                                      ,67005-                                  ,COWLEY                                  ,,,,59126,,,.12,,,32,11680,1210,45,2195,,144.55,,248,,458,28,,,11,,195,
170166,01-JAN-21,31-DEC-21,As Submitted,MORTON COUNTY HEALTH SYSTEM             ,445 HILLTOP                             ,937                                     ,ELKHART                                 ,KS                                      ,67950-0937                              ,MORTON                                  ,,,,,,,,,,26,9490,489,15,764,,57.72,,81,6,138,,,,,,,
170175,01-MAR-21,28-FEB-22,As Submitted,WESTERN PLAINS MEDICAL COMPLEX          ,3001 AVENUE A                           ,1478                                    ,DODGE CITY                              ,KS                                      ,67801-                                  ,FORD                                    ,,,,125115,,,.12,,,89,32485,1892,664,5830,,202.78,,453,112,1666,262,,,,,,
170176,01-JUN-21,31-MAY-22,Amended,OVERLAND PARK REGIONAL MED CTR          ,10500 QUIVIRA ROAD                      ,,OVERLAND PARK                           ,KS                                      ,66215                                   ,,1623629,,,1252081,,,.1524,732809,269308,261,96921,14204,3062,71689,25.74,1056,,2958,485,12825,2818,,,,,,
170182,01-JUN-21,31-MAY-22,As Submitted,MENORAH MEDICAL CENTER                  ,5721 WEST 119TH STREET                  ,,OVERLAND PARK                           ,KS                                      ,66209-3722                              ,JOHNSON                                 ,3355791,,,,,,.1155,1486220,640509,137,50405,13414,9,36596,31.34,744.03,,2862,6,8717,808,,,,,,322
170183,01-JUL-21,30-JUN-22,As Submitted,KANSAS SURGERY & RECOVERY CENTER        ,2770 N WEBB ROAD                        ,,WICHITA                                 ,KS                                      ,67226-                                  ,SEDGWICK                                ,,,,,,,,,,32,11680,1411,,3150,,181.92,,670,,1496,8,,,,,,
170185,01-JAN-21,31-DEC-21,As Submitted,ST. LUKES SOUTH                         ,12300 METCALF AVE.                      ,,OVERLAND PARK                           ,KS                                      ,66213                                   ,JOHNSON                                 ,,,,,,,,,,123,44895,10575,637,26015,,825.11,,2253,3,5671,250,,,,2,,798
170186,01-JAN-21,31-DEC-21,As Submitted,KANSAS HEART HOSPITAL                   ,3601 NORTH WEBB ROAD                    ,,WICHITA                                 ,KS                                      ,67226-                                  ,SEDGWICK                                ,,,,,,,,,,46,16790,4315,140,7848,,176.56,,1058,6,1870,46,,,,,,
170187,01-JAN-21,31-DEC-21,As Submitted,SALINA SURGICAL HOSPITAL                ,401 SOUTH SANTA FE                      ,,SALINA                                  ,KS                                      ,67401-2697                              ,SALINE                                  ,,,,,,,,,,16,5840,1087,9,1639,,94.53,,459,2,717,3,,,,,,
170188,01-JAN-21,31-DEC-21,As Submitted,KANSAS CITY ORTHOPAEDIC INSTITUTE       ,3651 COLLEGE BOULEVARD                  ,,LEAWOOD                                 ,KS                                      ,66211                                   ,JOHNSON                                 ,,,,,,,,,,17,6205,1119,,1792,,193.24,,557,,896,,,,,,,
170190,01-JAN-21,31-DEC-21,As Submitted,MANHATTAN SURGICAL HOSPITAL             ,1829 COLLEGE                            ,,MANHATTAN                               ,KS                                      ,66502                                   ,RILEY                                   ,,,,,,,,,,13,4745,334,,834,,128.68,,232,,699,9,,,,,,
170191,01-JUL-21,30-JUN-22,Amended,UKHS GREAT BEND CAMPUS                  ,514 CLEVELAND                           ,,GREAT BEND                              ,KS                                      ,67530                                   ,BARTON                                  ,,,,119556,,,.12,,,29,10585,2069,549,4003,,259.06,,466,59,1158,359,,,,,,
170194,01-JAN-21,31-DEC-21,As Submitted,DOCTORS HOSPITAL                        ,4901 COLLEGE                            ,,LEAWOOD                                 ,KS                                      ,66211                                   ,JOHNSON                                 ,,,,74898,,,.12,,,9,3285,356,453,1165,,39.81,,86,156,296,,,,,,,
170196,01-JAN-21,31-DEC-21,As Submitted,KANSAS SPINE & SPECIALTY HOSPITAL       ,3333 N WEBB ROAD                        ,,WICHITA                                 ,KS                                      ,67226-                                  ,SEGWICK                                 ,,,,,,,,,,35,12775,1372,100,3629,,169.94,,644,41,1611,36,,,,,,
170197,01-JAN-21,31-DEC-21,As Submitted,KANSAS MEDICAL CENTER                   ,1124 W 21ST STREET                      ,,ANDOVER                                 ,KS                                      ,67002                                   ,BUTLER                                  ,,,,,,,,,,58,21170,4115,46,8258,,220.26,,1078,,1918,81,,,,,,
170198,01-JAN-21,31-DEC-21,Settled,SUMMIT SURGICAL  LLC                    ,1818 E. 23RD AVENUE                     ,,HUTCHINSON                              ,KS                                      ,67502-1106                              ,RENO                                    ,,,,,,,,,,10,3650,265,11,682,,41.62,,143,4,368,34,,,,,,
170199,01-JAN-21,31-DEC-21,Settled,MINIMALLY INVASIVE SURGERY HOSPITAL     ,11217 LAKEVIEW AVENUE                   ,,LENEXA                                  ,KS                                      ,66219-                                  ,JOHNSON                                 ,,,,,,,,,,9,3285,48,,81,,45.19,,25,,39,14,,,,,,
170200,01-AUG-21,31-JUL-22,As Submitted,VIA CHRISTI HOSP. WICHITA ST. TERESA    ,14800 W ST TERESA                       ,,WICHITA                                 ,KS                                      ,67235                                   ,SEDGWICK                                ,,,,,,,,,,38,13870,3539,277,7296,,149.47,,994,100,2008,,,,,24,,132
170203,01-JUL-21,30-JUN-22,As Submitted,MERCY SPECIALTY HOSPITAL - SOUTHEAST    ,1619 K 66                               ,127                                     ,GALENA                                  ,KS                                      ,66739                                   ,CHEROKEE                                ,,,,,,,,,,36,13140,511,35,967,,118.75,,206,13,386,,,,,,,
